Id,Probability
1,0.049671178
2,0.044020435
3,0.035072972
4,0.094647374
5,0.079669894
6,0.03187449
7,0.049580929
8,0.028724343
9,0.020618295
10,0.999610108
11,0.060908805
12,0.04196093
13,0.023171492
14,0.06830838
15,0.03665354
16,0.06348613
17,0.022969462
18,0.054979195
19,0.10593385
20,0.052107897
21,0.046116596
22,0.029156849
23,0.025421321
24,0.139005887
25,0.071200099
26,0.040867717
27,0.059126987
28,0.022624452
29,0.068710131
30,0.047079086
31,0.045669024
32,0.034227738
33,0.03215822
34,0.036346516
35,0.220440012
36,0.046232636
37,0.067704247
38,0.026685771
39,0.071848988
40,0.095313104
41,0.155870971
42,0.146727165
43,0.046608035
44,0.032434733
45,0.050453082
46,0.01657929
47,0.016822749
48,0.038915285
49,0.05039766
50,0.042277407
51,0.039548538
52,0.010669667
53,0.054251551
54,0.047391583
55,0.057624929
56,0.078154604
57,0.025583819
58,0.101269175
59,0.050303613
60,0.127477107
61,0.019961619
62,0.042126251
63,0.062977878
64,0.029245382
65,0.049369426
66,0.026005243
67,0.04789467
68,0.064198025
69,0.030805821
70,0.999881182
71,0.036661536
72,0.065158433
73,0.020725781
74,0.099345331
75,0.051250373
76,0.030856128
77,0.047466341
78,0.061056175
79,0.030320909
80,0.071742041
81,0.04329167
82,0.039499025
83,0.06865643
84,0.013914508
85,0.041730065
86,0.045015548
87,0.076853197
88,0.048064014
89,0.067366362
90,0.069793281
91,0.087280152
92,0.046879535
93,0.042096448
94,0.043456421
95,0.031712859
96,0.748647381
97,0.036355645
98,0.055263477
99,0.039367608
100,0.065744426
101,0.042429219
102,0.062855056
103,0.026577765
104,0.058479222
105,0.131933441
106,0.07342972
107,0.17889156
108,0.016807536
109,0.032639438
110,0.046602486
111,0.041384663
112,0.077096416
113,0.064464186
114,0.171749506
115,0.062438295
116,0.030196895
117,0.026684338
118,0.064769188
119,0.05097895
120,0.030999786
121,0.03413593
122,0.076771054
123,0.054442868
124,0.222037283
125,0.049451356
126,0.060454987
127,0.008889517
128,0.043764511
129,0.027438072
130,0.065993849
131,0.047614385
132,0.060458041
133,0.029622894
134,0.067918478
135,0.0379309
136,0.016506836
137,0.076426692
138,0.068301564
139,0.030252064
140,0.075368284
141,0.016912197
142,0.032112285
143,0.016401442
144,0.05484867
145,0.087228863
146,0.065320453
147,0.019226462
148,0.110353162
149,0.032963341
150,0.044731861
151,0.027885322
152,0.054100378
153,0.022835026
154,0.03053472
155,0.04373585
156,0.053367056
157,0.083451282
158,0.02659861
159,0.044834505
160,0.052394273
161,0.027279913
162,0.039733703
163,0.048072486
164,0.070430115
165,0.041725222
166,0.046177174
167,0.163685704
168,0.071498273
169,0.126013942
170,0.034610483
171,0.01621265
172,0.025567712
173,0.054093868
174,0.062123839
175,0.052294008
176,0.072537977
177,0.045738435
178,0.039517289
179,0.033295354
180,0.028859086
181,0.117893647
182,0.05415317
183,0.05465737
184,0.028435567
185,0.042965517
186,0.030740922
187,0.039281731
188,0.051184548
189,0.04668564
190,0.051338282
191,0.039124063
192,0.057725954
193,0.037524405
194,0.031759302
195,0.055190535
196,0.053090094
197,0.018227112
198,0.030719926
199,0.039348599
200,0.019247804
201,0.075246697
202,0.016316096
203,0.233888371
204,0.020033335
205,0.035614362
206,0.024732268
207,0.051190699
208,0.024515015
209,0.066016866
210,0.012879505
211,0.079281767
212,0.066600988
213,0.032534154
214,0.043860922
215,0.066513082
216,0.06834671
217,0.028949829
218,0.076933441
219,0.040360643
220,0.021199335
221,0.058552026
222,0.030993725
223,0.037513657
224,0.037503517
225,0.035851051
226,0.074248279
227,0.042895724
228,0.036248358
229,0.047244359
230,0.344769071
231,0.172086832
232,0.029514151
233,0.027657163
234,0.027243212
235,0.017386274
236,0.113029993
237,0.016852596
238,0.014321273
239,0.073407015
240,0.053310766
241,0.051496013
242,0.033381721
243,0.031006541
244,0.032005006
245,0.065894643
246,0.021547451
247,0.05909831
248,0.016605778
249,0.040200326
250,0.103741412
251,0.028181802
252,0.100391586
253,0.032910295
254,0.062187862
255,0.011912582
256,0.041362259
257,0.07006245
258,0.103394265
259,0.065273237
260,0.116401843
261,0.056363703
262,0.053788618
263,0.020021883
264,0.059415585
265,0.040145633
266,0.050463
267,0.087335636
268,0.057020411
269,0.09232625
270,0.031883003
271,0.023245487
272,0.076518696
273,0.020455191
274,0.032841689
275,0.019674568
276,0.052252573
277,0.018351687
278,0.043842652
279,0.046639037
280,0.063095391
281,0.644317367
282,0.055667153
283,0.052520733
284,0.028976487
285,0.029860137
286,0.05548623
287,0.071851594
288,0.077491557
289,0.043750138
290,0.041158728
291,0.259165536
292,0.016852848
293,0.074181027
294,0.04590613
295,0.014353791
296,0.071414912
297,0.026295315
298,0.034656758
299,0.018746298
300,0.021519878
301,0.085395603
302,0.03004685
303,0.023100893
304,0.027709064
305,0.163505844
306,0.038886398
307,0.008475361
308,0.999588075
309,0.154531846
310,0.057021588
311,0.353605903
312,0.068692314
313,0.160069783
314,0.03579291
315,0.074274996
316,0.065310213
317,0.334725988
318,0.031585049
319,0.0234762
320,0.045684727
321,0.082291196
322,0.042550903
323,0.051102375
324,0.062283244
325,0.065498704
326,0.021695383
327,0.024587534
328,0.024945759
329,0.062690831
330,0.031023974
331,0.060613615
332,0.043322263
333,0.063481608
334,0.030983141
335,0.03447463
336,0.046288261
337,0.062090894
338,0.058251891
339,0.107698897
340,0.064336376
341,0.025966299
342,0.034561368
343,0.057740204
344,0.035631764
345,0.017464646
346,0.032562908
347,0.327232087
348,0.096322287
349,0.048174664
350,0.044686086
351,0.045318264
352,0.054555614
353,0.024392009
354,0.049433487
355,0.04270649
356,0.031491172
357,0.387988208
358,0.017969015
359,0.017392942
360,0.069143109
361,0.054821075
362,0.056563041
363,0.034117687
364,0.052501615
365,0.132396921
366,0.099987349
367,0.072760434
368,0.034031275
369,0.024277364
370,0.116278484
371,0.040874849
372,0.087104777
373,0.036683304
374,0.046809456
375,0.038689489
376,0.012215224
377,0.092007115
378,0.028482827
379,0.042222919
380,0.039687102
381,0.048737763
382,0.027386534
383,0.019207874
384,0.157490519
385,0.022869548
386,0.030153564
387,0.028291304
388,0.06987933
389,0.029271102
390,0.036615277
391,0.024468391
392,0.033512638
393,0.018544653
394,0.065639507
395,0.010622249
396,0.021063834
397,0.024053237
398,0.047335107
399,0.020752155
400,0.058792148
401,0.022553935
402,0.024853226
403,0.048098129
404,0.019115419
405,0.731306758
406,0.368743945
407,0.047762601
408,0.100531031
409,0.064667645
410,0.06480836
411,0.066283428
412,0.030568113
413,0.05737808
414,0.046491377
415,0.033189691
416,0.079370827
417,0.057490064
418,0.070141367
419,0.018963869
420,0.063683232
421,0.017465472
422,0.031793877
423,0.078044496
424,0.018823679
425,0.030464656
426,0.012119424
427,0.014970756
428,0.036788486
429,0.057687684
430,0.037683673
431,0.177474574
432,0.022731095
433,0.054790419
434,0.043465398
435,0.041838866
436,0.06287334
437,0.068106776
438,0.079756068
439,0.03509075
440,0.074960406
441,0.044485997
442,0.061992576
443,0.063578204
444,0.01319825
445,0.083685911
446,0.238184113
447,0.015536461
448,0.09521927
449,0.059607671
450,0.020863017
451,0.035175052
452,0.02823805
453,0.065317063
454,0.067696393
455,0.046413298
456,0.061928536
457,0.037670012
458,0.054021883
459,0.047590265
460,0.040492167
461,0.060183606
462,0.065021351
463,0.030248518
464,0.052894599
465,0.046041879
466,0.031307287
467,0.033297972
468,0.065516765
469,0.018258432
470,0.131648046
471,0.016173276
472,0.03934504
473,0.22077385
474,0.039257498
475,0.06016545
476,0.017848906
477,0.029501487
478,0.033411093
479,0.032966442
480,0.020390255
481,0.040154879
482,0.007855021
483,0.024712341
484,0.048153371
485,0.024709574
486,0.138349434
487,0.014457691
488,0.038320794
489,0.09101742
490,0.012987021
491,0.029594137
492,0.051430044
493,0.098553015
494,0.040732753
495,0.125372185
496,0.039371241
497,0.03387383
498,0.05430295
499,0.114434584
500,0.032408983
501,0.074940876
502,0.046580853
503,0.05629975
504,0.053648015
505,0.041248836
506,0.054206152
507,0.051614633
508,0.022911301
509,0.029683472
510,0.038012636
511,0.050934609
512,0.140735905
513,0.03881397
514,0.040328796
515,0.047416555
516,0.190502883
517,0.030267829
518,0.027768692
519,0.033808196
520,0.05173154
521,0.030646442
522,0.027899645
523,0.065944378
524,0.046698839
525,0.040389779
526,0.197249177
527,0.0539344
528,0.041700373
529,0.021538111
530,0.065078142
531,0.031708408
532,0.01109637
533,0.047198579
534,0.008139045
535,0.057204806
536,0.029402293
537,0.031437411
538,0.056407685
539,0.034357097
540,0.024406066
541,0.038263667
542,0.035472879
543,0.079709997
544,0.081643089
545,0.06611599
546,0.023035763
547,0.083758677
548,0.018503115
549,0.013835055
550,0.089660724
551,0.086748275
552,0.068975674
553,0.047386488
554,0.042206923
555,0.050402864
556,0.079461545
557,0.074158783
558,0.052798341
559,0.07768763
560,0.039390591
561,0.020194322
562,0.053813626
563,0.098978706
564,0.030182228
565,0.071220693
566,0.034676488
567,0.028479927
568,0.035345622
569,0.25897852
570,0.02194325
571,0.161348627
572,0.06829625
573,0.074634175
574,0.094459118
575,0.039089605
576,0.032394094
577,0.029438331
578,0.045990233
579,0.105437819
580,0.031819406
581,0.056455579
582,0.053735915
583,0.02657172
584,0.064889597
585,0.070444695
586,0.023642431
587,0.033816665
588,0.059264702
589,0.058057966
590,0.037566683
591,0.054178521
592,0.061818939
593,0.037998354
594,0.016210706
595,0.076948293
596,0.006831234
597,0.055582318
598,0.021326437
599,0.049649248
600,0.027069168
601,0.026931043
602,0.058135786
603,0.039449932
604,0.044790473
605,0.062163708
606,0.057886119
607,0.05813195
608,0.026707937
609,0.155886327
610,0.042656918
611,0.055162038
612,0.024797584
613,0.033883956
614,0.054323584
615,0.031701645
616,0.020561345
617,0.053434034
618,0.046856466
619,0.033485598
620,0.056963008
621,0.031438071
622,0.042843619
623,0.026620816
624,0.022042858
625,0.04113797
626,0.25859237
627,0.065473022
628,0.059737784
629,0.026559378
630,0.069026302
631,0.019987284
632,0.058301925
633,0.018353333
634,0.04050536
635,0.084304142
636,0.009259962
637,0.035602994
638,0.038048107
639,0.108194068
640,0.027792896
641,0.029024829
642,0.073444897
643,0.113301593
644,0.241509612
645,0.055081916
646,0.063909205
647,0.030051957
648,0.044063248
649,0.02441213
650,0.023680834
651,0.153155756
652,0.05573297
653,0.07145766
654,0.192925743
655,0.048360183
656,0.026618747
657,0.028279769
658,0.030700929
659,0.076027253
660,0.071893568
661,0.049000951
662,0.167714822
663,0.066093807
664,0.131883452
665,0.310269098
666,0.024723103
667,0.063915627
668,0.047266237
669,0.160810191
670,0.021654095
671,0.023542729
672,0.043112723
673,0.030473036
674,0.029488073
675,0.065824222
676,0.058327779
677,0.034160166
678,0.021592821
679,0.041944946
680,0.080257371
681,0.074221178
682,0.047445967
683,0.034288881
684,0.024536584
685,0.086600911
686,0.020551244
687,0.029053155
688,0.013384102
689,0.081979263
690,0.023818235
691,0.025754787
692,0.222512794
693,0.030411238
694,0.038711726
695,0.019488483
696,0.040830312
697,0.009149055
698,0.039340629
699,0.133673507
700,0.022790757
701,0.019278368
702,0.083964458
703,0.067463834
704,0.999610108
705,0.048113761
706,0.020298258
707,0.061678206
708,0.027888768
709,0.046156637
710,0.027088032
711,0.054065869
712,0.063024892
713,0.039567097
714,0.037863079
715,0.035455847
716,0.313845436
717,0.029878664
718,0.079673578
719,0.025148255
720,0.016697748
721,0.020855138
722,0.067829991
723,0.044435664
724,0.062548565
725,0.128972111
726,0.009988213
727,0.055810631
728,0.046106503
729,0.03826315
730,0.249587019
731,0.037999517
732,0.036586846
733,0.017390764
734,0.046908086
735,0.072484424
736,0.016042589
737,0.085139211
738,0.101052898
739,0.052737531
740,0.02711294
741,0.062842542
742,0.046050605
743,0.044575764
744,0.025533581
745,0.027607631
746,0.073740773
747,0.027569459
748,0.039957535
749,0.044201916
750,0.044440623
751,0.078260276
752,0.019969735
753,0.024107376
754,0.018886528
755,0.064642673
756,0.039826581
757,0.022358734
758,0.023884237
759,0.044685066
760,0.0439999
761,0.024470798
762,0.041627924
763,0.034608911
764,0.035338752
765,0.040740843
766,0.055869729
767,0.027149269
768,0.035595459
769,0.023992308
770,0.048223707
771,0.029824731
772,0.109534041
773,0.077488265
774,0.040833056
775,0.062611448
776,0.077245329
777,0.078429141
778,0.042790671
779,0.046925675
780,0.148532133
781,0.043234818
782,0.051405831
783,0.039506636
784,0.037716265
785,0.040758822
786,0.067284555
787,0.056625444
788,0.057449019
789,0.042013155
790,0.148065747
791,0.052347723
792,0.257117341
793,0.249311145
794,0.062539934
795,0.147437913
796,0.0223845
797,0.072854158
798,0.025145471
799,0.233475897
800,0.070971953
801,0.015899457
802,0.046654124
803,0.068900157
804,0.046561426
805,0.081845189
806,0.033792902
807,0.024662493
808,0.084136616
809,0.059488516
810,0.058943472
811,0.083933188
812,0.017993979
813,0.06219056
814,0.055639217
815,0.067328689
816,0.064266029
817,0.019840429
818,0.035203274
819,0.030490937
820,0.037650872
821,0.059328427
822,0.076971555
823,0.033219318
824,0.067896816
825,0.042640738
826,0.027184869
827,0.023166067
828,0.032660273
829,0.041064646
830,0.056369573
831,0.089514604
832,0.073092586
833,0.106909262
834,0.030526115
835,0.067367565
836,0.058006579
837,0.105309168
838,0.064814508
839,0.069718905
840,0.187025065
841,0.044297934
842,0.056988934
843,0.060401559
844,0.06180394
845,0.235608072
846,0.901627255
847,0.035934591
848,0.013247095
849,0.085538549
850,0.042324874
851,0.017748208
852,0.01019878
853,0.057955937
854,0.066319617
855,0.015267262
856,0.044798705
857,0.064684011
858,0.041977752
859,0.023275077
860,0.072266989
861,0.16388029
862,0.022008091
863,0.04978133
864,0.053775464
865,0.034273629
866,0.03354896
867,0.023066478
868,0.059052441
869,0.076171282
870,0.017045552
871,0.023614993
872,0.061543947
873,0.032416673
874,0.012217352
875,0.017994963
876,0.063733281
877,0.030284785
878,0.061008503
879,0.020023752
880,0.054799062
881,0.053710715
882,0.072987343
883,0.151244926
884,0.030558346
885,0.014297564
886,0.060621154
887,0.09742751
888,0.152382308
889,0.027122917
890,0.046319758
891,0.025095946
892,0.047007891
893,0.523017239
894,0.688601841
895,0.038072446
896,0.062320261
897,0.041530077
898,0.023930994
899,0.059126747
900,0.020892186
901,0.076898736
902,0.078563821
903,0.038988072
904,0.028562153
905,0.028506287
906,0.045451393
907,0.153197524
908,0.031453339
909,0.068159498
910,0.03161983
911,0.036085614
912,0.055898037
913,0.018487393
914,0.062597111
915,0.074090828
916,0.076859999
917,0.077248159
918,0.030077353
919,0.031059254
920,0.017394841
921,0.040281459
922,0.077988636
923,0.063864182
924,0.051149366
925,0.041947959
926,0.112584423
927,0.066921221
928,0.050669555
929,0.034776731
930,0.198803394
931,0.12072771
932,0.07241719
933,0.07688231
934,0.167937894
935,0.013559875
936,0.013458722
937,0.029083583
938,0.065094575
939,0.049853795
940,0.010818382
941,0.058634965
942,0.018884168
943,0.100090285
944,0.087009807
945,0.048818123
946,0.061135043
947,0.042565938
948,0.070294929
949,0.077586811
950,0.042013724
951,0.01914019
952,0.108451941
953,0.039661595
954,0.019452642
955,0.049211515
956,0.04738521
957,0.059026661
958,0.028610853
959,0.03382867
960,0.020109469
961,0.031415006
962,0.030794346
963,0.021918941
964,0.067356253
965,0.049539586
966,0.058787182
967,0.086184137
968,0.029326608
969,0.113256658
970,0.051366059
971,0.018478418
972,0.21252824
973,0.048825871
974,0.05248722
975,0.031223751
976,0.037332229
977,0.069910138
978,0.030829688
979,0.066079606
980,0.659628573
981,0.015315868
982,0.034122371
983,0.035221204
984,0.014410356
985,0.079353896
986,0.168108688
987,0.035932089
988,0.039473244
989,0.051224424
990,0.05727138
991,0.034172298
992,0.026618313
993,0.046544792
994,0.043803014
995,0.0159118
996,0.203985354
997,0.021775151
998,0.081173761
999,0.040603511
1000,0.031133034
1001,0.015052173
1002,0.053456886
1003,0.065400857
1004,0.024595626
1005,0.050526726
1006,0.065481516
1007,0.054753574
1008,0.025451816
1009,0.060568018
1010,0.041229434
1011,0.036840927
1012,0.051353403
1013,0.035187886
1014,0.062780261
1015,0.027812465
1016,0.084333772
1017,0.011847066
1018,0.030307411
1019,0.034407193
1020,0.013490926
1021,0.03462485
1022,0.060389129
1023,0.06524436
1024,0.043097501
1025,0.068525112
1026,0.029331825
1027,0.07037671
1028,0.068305255
1029,0.019553939
1030,0.029871411
1031,0.04476408
1032,0.070721563
1033,0.030158032
1034,0.022497698
1035,0.022196223
1036,0.058082621
1037,0.042930228
1038,0.028861048
1039,0.022821576
1040,0.020334619
1041,0.040919069
1042,0.115666584
1043,0.065749716
1044,0.051587638
1045,0.071832049
1046,0.047702788
1047,0.057435249
1048,0.023087648
1049,0.065671798
1050,0.042699308
1051,0.032071947
1052,0.067980972
1053,0.092490691
1054,0.030394901
1055,0.075426325
1056,0.019375056
1057,0.026995739
1058,0.078555534
1059,0.065230676
1060,0.063655421
1061,0.024249846
1062,0.034461666
1063,0.028345583
1064,0.04170945
1065,0.047512854
1066,0.029191805
1067,0.037855037
1068,0.022448972
1069,0.057516071
1070,0.030393369
1071,0.060062632
1072,0.048107329
1073,0.093807992
1074,0.061903951
1075,0.032487853
1076,0.075073887
1077,0.038731377
1078,0.030761851
1079,0.119707398
1080,0.034408436
1081,0.024000554
1082,0.08800809
1083,0.043677671
1084,0.050192951
1085,0.057311825
1086,0.026814337
1087,0.028801159
1088,0.068071934
1089,0.108641008
1090,0.023552127
1091,0.049411309
1092,0.026394131
1093,0.054652811
1094,0.04283099
1095,0.061543814
1096,0.052700052
1097,0.026287225
1098,0.047677801
1099,0.083403574
1100,0.029426812
1101,0.052353473
1102,0.043420251
1103,0.056179693
1104,0.024327493
1105,0.065250125
1106,0.03425952
1107,0.073406611
1108,0.075822405
1109,0.073098626
1110,0.044675566
1111,0.029395161
1112,0.059518877
1113,0.046463101
1114,0.03902571
1115,0.040824182
1116,0.069888113
1117,0.063005896
1118,0.0528544
1119,0.070551785
1120,0.051092046
1121,0.044635327
1122,0.033680443
1123,0.077205399
1124,0.100802448
1125,0.024357007
1126,0.073395851
1127,0.034161695
1128,0.11384524
1129,0.053705563
1130,0.042680106
1131,0.056359609
1132,0.999630798
1133,8.49E-07
1134,0.056717523
1135,0.050807669
1136,0.030407606
1137,0.023074916
1138,0.048843033
1139,0.027618035
1140,0.057179257
1141,0.079741245
1142,0.04865361
1143,0.103426096
1144,0.188783756
1145,0.080155456
1146,0.060970209
1147,0.055358498
1148,0.030223333
1149,0.049193897
1150,0.042825477
1151,0.038474645
1152,0.036657583
1153,0.024097207
1154,0.038795134
1155,0.052592602
1156,0.048513403
1157,0.233023466
1158,0.274571141
1159,0.050679698
1160,0.054085352
1161,0.133962817
1162,0.061933603
1163,0.052051736
1164,0.029134689
1165,0.060660426
1166,0.051842807
1167,0.999564603
1168,0.038477854
1169,0.032386238
1170,0.065518787
1171,0.306026633
1172,0.058503866
1173,0.040963276
1174,0.055293815
1175,0.034531369
1176,0.107233378
1177,0.999561814
1178,0.066621554
1179,0.023214228
1180,0.068919283
1181,0.188395223
1182,0.054035443
1183,0.051229695
1184,0.094386774
1185,0.053292164
1186,0.087478856
1187,0.043538224
1188,0.556455634
1189,0.046091121
1190,0.029818449
1191,0.684032617
1192,0.032204454
1193,0.160530658
1194,0.024229724
1195,0.072460413
1196,0.014645704
1197,0.03076382
1198,0.031931235
1199,0.051458922
1200,0.015196217
1201,0.028100702
1202,0.031469672
1203,0.025151961
1204,0.023430306
1205,0.056791906
1206,0.030475448
1207,0.302004761
1208,0.051822896
1209,0.06112759
1210,0.050816958
1211,0.038983178
1212,0.061430113
1213,0.024644849
1214,0.010751982
1215,0.935919628
1216,0.039798199
1217,0.086364778
1218,0.019098793
1219,0.043126289
1220,0.024814321
1221,0.058296639
1222,0.027040203
1223,0.123817157
1224,0.019671784
1225,0.06108726
1226,0.051886803
1227,0.024951586
1228,0.040735972
1229,0.156133363
1230,0.623683829
1231,0.026474308
1232,0.168477905
1233,0.044115644
1234,0.93309415
1235,0.891636797
1236,0.032089071
1237,0.057576321
1238,0.659249926
1239,0.074721984
1240,0.062656293
1241,0.015582345
1242,0.047390267
1243,0.047738598
1244,0.051145408
1245,0.060601134
1246,0.140111499
1247,0.07311599
1248,0.014872586
1249,0.093320778
1250,0.035658409
1251,0.140376542
1252,0.071063716
1253,0.022733031
1254,0.073883367
1255,0.038256028
1256,0.078031
1257,0.03662002
1258,0.074373882
1259,0.042681755
1260,0.070924581
1261,0.070028758
1262,0.037481972
1263,0.049365849
1264,0.029480826
1265,0.017639882
1266,0.084009745
1267,0.02071917
1268,0.056749548
1269,0.028329461
1270,0.035089571
1271,0.011456208
1272,0.10406669
1273,0.05563889
1274,0.066629314
1275,0.228095472
1276,0.189381812
1277,0.050918881
1278,0.142706071
1279,0.070338723
1280,0.019640926
1281,0.17306512
1282,0.012841974
1283,0.065975204
1284,0.067351365
1285,0.01907458
1286,0.012495675
1287,0.028306488
1288,0.058034516
1289,0.03282006
1290,0.0419737
1291,0.044936594
1292,0.0597451
1293,0.053542888
1294,0.862277148
1295,0.018895023
1296,0.025007846
1297,0.025827081
1298,0.013774943
1299,0.023962844
1300,0.075048952
1301,0.016426859
1302,0.04141055
1303,0.174981662
1304,0.067273612
1305,0.041021137
1306,0.015374069
1307,0.040934135
1308,0.030171654
1309,0.063964388
1310,0.073841243
1311,0.028126645
1312,0.019387789
1313,0.047134213
1314,0.069399866
1315,0.031452187
1316,0.033823352
1317,0.304762529
1318,0.043308493
1319,0.028150376
1320,0.051249131
1321,0.018342751
1322,0.060519645
1323,0.044570188
1324,0.087864687
1325,0.058030436
1326,0.036034668
1327,0.044850308
1328,0.038229023
1329,0.045536041
1330,0.018629705
1331,0.085852228
1332,0.017441468
1333,0.063619912
1334,0.041579109
1335,0.045719579
1336,0.065343261
1337,0.036031833
1338,0.126908105
1339,0.229580598
1340,0.070047809
1341,0.02609971
1342,0.017606611
1343,0.051230717
1344,0.051975216
1345,0.065445949
1346,0.05121026
1347,0.04504222
1348,0.073746191
1349,0.097416231
1350,0.047544565
1351,0.050737629
1352,0.054376091
1353,0.019727574
1354,0.044160002
1355,0.030187461
1356,0.05623644
1357,0.066052553
1358,0.037782801
1359,0.057327941
1360,0.016228592
1361,0.04681891
1362,0.013354902
1363,0.020102875
1364,0.041390977
1365,0.055596235
1366,0.044115518
1367,0.011805762
1368,0.108474644
1369,0.232473688
1370,0.022658101
1371,0.037363179
1372,0.063468964
1373,0.019768117
1374,0.082040514
1375,0.047278693
1376,0.047048264
1377,0.110875283
1378,0.038744542
1379,0.012183541
1380,0.014672814
1381,0.078961168
1382,0.117431182
1383,0.023618681
1384,0.030458753
1385,0.027068634
1386,0.037055575
1387,0.044556247
1388,0.082028834
1389,0.045803417
1390,0.021007992
1391,0.043252409
1392,0.065260138
1393,0.062288408
1394,0.049543443
1395,0.035173802
1396,0.052742527
1397,0.053002638
1398,0.044810911
1399,0.126911742
1400,0.125328627
1401,0.057943398
1402,0.049841764
1403,0.056409139
1404,0.057212525
1405,0.054152464
1406,0.054540833
1407,0.125044628
1408,0.041508907
1409,0.044764057
1410,0.042045496
1411,0.062753131
1412,0.024845947
1413,0.057906806
1414,0.061132258
1415,0.032904286
1416,0.068050111
1417,0.029447254
1418,0.029100709
1419,0.115095286
1420,0.05538484
1421,0.017312333
1422,0.05197823
1423,0.015993244
1424,0.035941258
1425,0.020678415
1426,0.038465021
1427,0.052259608
1428,0.052070126
1429,0.03935549
1430,0.033910861
1431,0.067702631
1432,0.043058797
1433,0.053306608
1434,0.0122644
1435,0.058412538
1436,0.455954494
1437,0.066249034
1438,0.022052747
1439,0.039860616
1440,0.151744114
1441,0.033754942
1442,0.042529991
1443,0.01683818
1444,0.028698154
1445,0.025195271
1446,0.152836661
1447,0.058518188
1448,0.038003425
1449,0.014478532
1450,0.024563138
1451,0.090177121
1452,0.069761586
1453,0.034992555
1454,0.037481621
1455,0.040129543
1456,0.071824241
1457,0.059591688
1458,0.03332095
1459,0.034888413
1460,0.048289378
1461,0.017645866
1462,0.064463984
1463,0.098701108
1464,0.030529738
