@relation 'train_1000-weka.filters.unsupervised.attribute.Remove-R8-11,14-16,19,24,26-27-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R17'

@attribute date_time {'2013-06-01 00:02:57','2013-06-01 00:03:32','2013-06-01 00:06:19','2013-06-01 00:12:33','2013-06-01 00:17:28','2013-06-01 00:20:19','2013-06-01 00:20:35','2013-06-01 00:24:35','2013-06-01 00:26:05','2013-06-01 00:27:11','2013-06-01 00:28:55','2013-06-01 00:29:07','2013-06-01 00:31:24','2013-06-01 00:35:52','2013-06-01 00:38:08','2013-06-01 00:40:47','2013-06-01 00:42:02','2013-06-01 00:42:37','2013-06-01 00:45:06','2013-06-01 00:50:25','2013-06-01 00:52:55','2013-06-01 00:54:03','2013-06-01 00:56:24','2013-06-01 01:03:53','2013-06-01 01:11:28','2013-06-01 01:18:11','2013-06-01 01:19:28','2013-06-01 01:21:45','2013-06-01 01:25:04','2013-06-01 01:25:20','2013-06-01 01:28:11','2013-06-01 01:29:15','2013-06-01 01:34:53','2013-06-01 01:34:57','2013-06-01 01:36:46','2013-06-01 01:40:39','2013-06-01 01:40:46','2013-06-01 01:42:53','2013-06-01 01:43:20','2013-06-01 01:48:54','2013-06-01 01:52:27','2013-06-01 01:56:33','2013-06-01 01:59:43','2013-06-01 02:15:19','2013-06-01 02:20:19','2013-06-01 02:21:37','2013-06-01 02:23:19'}
@attribute site_id numeric
@attribute visitor_location_country_id numeric
@attribute visitor_hist_starrating {NULL,2.69,4.0,3.65,2.87,4.17,3.67}
@attribute visitor_hist_adr_usd {NULL,173.79,78.99,306.15,114.11,100.42,218.13}
@attribute prop_country_id numeric
@attribute prop_location_score1 numeric
@attribute prop_location_score2 {0.5747,0.663,0.6015,0.6481,0.6302,0.5705,0.6537,0.6524,0.4338,0.5878,0.6635,0.4191,0.6103,0.678,0.6205,0.5357,0.6014,0.4819,0.1867,0.6351,0.6719,0.4196,0.542,0.6352,0.6252,0.5703,0.4275,0.6132,0.6258,0.4477,0.6166,0.5459,0.5968,0.3362,0.1973,0.2691,0.1447,NULL,0.3368,0.3337,0.0059,0.3611,0.3424,0.2854,0.2196,0.2502,0.2019,0.362,0.303,0.2554,0.2892,0.3401,0.3027,0.2128,0.2651,0.3384,0.3622,0.3398,0.3546,0.3544,0.302,0.0127,0.0287,0.0259,0.0698,0.0187,0.0169,0.0403,0.0069,0.0533,0.0317,0.0404,0.0346,0.0441,0.0651,0.0433,0.0722,0.0466,0.0109,0.0327,0.0349,0.0131,0.0461,0.0684,7.0E-4,0.0424,0.0709,0.0071,0.007,0.0504,0.1537,0.0657,0.0192,0.0029,0.004,0.0108,0.0551,0.0987,0.1131,0.0508,0.0797,0.1253,0.0598,0.0074,0.0449,0.1351,0.0166,0.0766,0.0653,0.0599,0.0375,0.0818,0.0725,0.0033,0.0672,0.0842,0.035,0.0484,0.0877,0.0064,0.0775,0.0801,0.2223,0.9242,0.003,0.2025,0.0076,0.1189,0.1007,8.0E-4,0.0036,0.0046,0.0139,0.0267,0.0056,0.0909,0.1331,0.0886,5.0E-4,0.0793,0.0246,0.0768,4.0E-4,0.0757,0.0256,0.1108,0.0178,0.0321,0.1019,0.1319,0.0443,0.2706,0.3824,0.0791,0.0857,0.058,0.0306,0.1287,0.1403,0.0269,0.01,0.0906,0.152,0.1468,0.1096,0.0557,0.1107,0.1454,0.0278,0.1947,0.0639,0.1591,0.3273,0.067,0.0088,0.0552,0.1581,0.0549,0.041,0.1119,0.2241,0.0063,0.0601,0.3399,0.055,0.3313,0.2861,0.0399,0.0129,0.0075,0.2328,0.0457,0.2113,0.2233,0.0632,0.0077,0.0042,0.0091,0.0197,0.1553,0.0045,0.0014,0.0026,0.2045,0.1999,0.0264,0.2961,0.1906,0.0085,0.1452,0.016,0.0283,0.1848,0.0136,0.0068,0.0952,0.036,0.0012,0.0355,0.0049,0.1341,0.0161,0.0257,0.0497,0.0382,0.0054,0.0322,0.1092,0.0847,0.05,0.0358,0.0038,0.0062,0.0262,0.0525,0.0386,0.0245,0.0341,0.0575,0.2727,0.3978,0.0455,0.4553,0.4188,0.5229,0.2305,0.4721,0.4826,0.5326,0.3891,0.5356,0.4859,0.4121,0.5422,0.5226,0.5399,0.5067,0.2572,0.4449,0.5546,0.3032,0.3338,0.5488,0.4763,0.5364,0.5256,0.0543,0.0333,0.0391,0.0423,0.0415,0.0328,0.0389,0.1735,0.0114,0.0347,0.0112,0.0032,0.0244,0.2776,0.3207,0.014,0.042,0.3243,0.1512,0.0756,3.0E-4,0.3318,0.1949,0.0637,0.0235,0.0051,0.051,0.3126,0.2235,0.2345,0.0935,0.069,0.0608,0.283,0.0272,0.2445,0.0767,0.2114,0.0226,0.019,0.0566,0.0537,0.0754,0.0621,0.0667,0.3878,0.2619,0.2411,0.3933,0.1783,0.358,0.2674,0.4002,0.3977,0.2083,0.0416,0.0066,0.0635,0.0011,0.0132,0.0211,0.0087,0.1181,0.0529,0.0618,0.0133,0.0648,0.0803,0.1257,0.2686,0.495,0.4,0.1336,0.0103,0.4852,0.0183,0.5241,0.5302,0.0188,0.1321,0.0612,0.0144,0.0021,0.0134,0.0173,0.0174,0.0273,0.0096,0.0102,0.0018,0.0233,0.0025,0.018,0.0058,0.0207,0.0242,0.0217,0.0446,0.0203,0.0186,0.0098,0.0095,0.0239,0.0209,0.3353,0.2204,0.2882,0.3408,0.1594,0.2828,0.0393,2.0E-4,0.0266,0.7539,0.7652,0.7212,0.7125,0.8161,0.7655,0.7581,0.6381,0.6949,0.8012,0.0912,0.326,0.1719,0.0319,0.0591,0.0476,0.0595,0.0942,0.1046,0.0162,0.0406,0.0975,0.015,0.0918,0.0989,0.0521,0.0459,0.009,0.0189,0.0392,0.0028,0.0083,0.0961,0.2266,0.1327,0.0148,0.2085,0.0891,0.2127,0.1244,0.1915,0.2007,0.1182,0.1709,0.2181,0.103,0.194,0.1105,0.1216,0.1508,0.2293,0.068,0.0185,0.0311,0.1306,0.0078,0.1274,0.2276,0.1424,0.0369,0.0417,0.0047,0.0247,0.0274,0.0171,0.1612,0.0681,0.0141,0.0844,0.046,0.0258,0.0149,0.0671,0.0057,0.1732,0.0642,0.0146,0.2063,0.032,0.0938,0.0336,0.1708,0.0736,0.0715,0.1462,0.0931,0.1569,0.0511,0.0034,0.011,0.0155,0.0301,0.0402,0.0179,0.0398,0.0117,0.0731,0.0199,0.0339,0.0072,0.0294,0.0291,0.0027,0.0043,0.0431,0.021,0.0864,0.0758,0.0904,0.0876,0.076,0.2452,0.0089,0.1712,0.1059,0.0855,0.0107,0.1936,0.1793,0.1125,0.1029,0.0627,0.0885,0.0902,0.0115,0.1806,0.0685,0.0121,0.0248,0.0895,0.0806,0.0541,0.0425,0.081,0.0572,0.0125,0.0219,0.0528,0.0252,0.1497,0.0111,0.0253,0.0073,0.0276,0.0204,0.0041,0.0532,0.0353,0.0943,0.3001,0.1001,0.3312,0.5296,0.4751,0.4617,0.2663,0.5099,0.5557,0.0755,0.5345,0.1666,0.0868,0.1948,0.0506,0.1411,0.1201,0.0894,0.1228,0.1121,0.2005,0.074,0.19,0.0986,0.1243,0.1254,0.1379,0.049,0.11,0.0944,0.126,0.1461,0.1323,0.1372,0.1446,0.124,0.5637,0.5463,0.4434,0.5749,0.5418,0.3899,0.4055,0.002,0.0229,0.3277,0.0477,0.1263,0.0337,0.0023,0.2254,0.0644,0.1421,0.1451,0.3597,0.1358,0.3524,0.1178,0.1367,0.0039,0.2869,0.0048,0.2749,0.0991}
@attribute promotion_flag numeric
@attribute srch_destination_id numeric
@attribute srch_booking_window numeric
@attribute srch_adults_count numeric
@attribute srch_children_count numeric
@attribute srch_room_count numeric
@attribute srch_query_affinity_score {-17.0322,-15.262,-17.5073,-17.5459,-16.5501,-15.2774,-15.13,-16.1179,-18.1415,-16.0887,-16.1152,-19.0933,-17.2269,-15.4672,-17.7254,-20.1431,-17.9578,-18.2311,-17.3598,-16.505,-16.6634,-18.1268,-17.6972,-17.0234,-15.9576,-17.9725,-17.6401,-15.3523,-18.4402,-17.3468,-17.6166,-16.9566,-17.3725,-18.4423,NULL,-18.5013,-24.0586,-19.465,-22.7795}
@attribute click_bool numeric
@attribute booking_bool numeric

@data
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.16,0.5747,0,17012,4,2,0,1,-17.0322,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.17,0.663,0,17012,4,2,0,1,-15.262,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.18,0.6015,0,17012,4,2,0,1,-17.5073,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.17,0.6481,1,17012,4,2,0,1,-17.5459,1,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.16,0.6302,1,17012,4,2,0,1,-16.5501,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.16,0.5705,0,17012,4,2,0,1,-15.2774,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.18,0.6537,0,17012,4,2,0,1,-15.13,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.16,0.6524,0,17012,4,2,0,1,-16.1179,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.15,0.4338,0,17012,4,2,0,1,-18.1415,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.15,0.5878,0,17012,4,2,0,1,-16.0887,1,1
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.18,0.6635,1,17012,4,2,0,1,-16.1152,1,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.16,0.4191,0,17012,4,2,0,1,-19.0933,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.18,0.6103,0,17012,4,2,0,1,-17.2269,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.18,0.678,1,17012,4,2,0,1,-15.4672,1,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.19,0.6205,1,17012,4,2,0,1,-17.7254,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.18,0.5357,0,17012,4,2,0,1,-20.1431,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.19,0.6014,0,17012,4,2,0,1,-17.9578,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.16,0.4819,0,17012,4,2,0,1,-18.2311,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,4.98,0.1867,0,17012,4,2,0,1,-17.3598,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.18,0.6351,0,17012,4,2,0,1,-16.505,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.18,0.6719,0,17012,4,2,0,1,-16.6634,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.13,0.4196,0,17012,4,2,0,1,-18.1268,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.16,0.542,1,17012,4,2,0,1,-17.6972,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.17,0.6352,1,17012,4,2,0,1,-17.0234,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.18,0.6252,1,17012,4,2,0,1,-15.9576,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.18,0.5703,0,17012,4,2,0,1,-17.9725,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.15,0.4275,0,17012,4,2,0,1,-17.6401,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.18,0.6132,0,17012,4,2,0,1,-15.3523,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.16,0.6015,0,17012,4,2,0,1,-18.4402,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.19,0.6258,0,17012,4,2,0,1,-17.3468,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.13,0.4477,0,17012,4,2,0,1,-17.6166,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.19,0.6166,1,17012,4,2,0,1,-16.9566,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.16,0.5459,1,17012,4,2,0,1,-17.3725,0,0
'2013-06-01 00:02:57',5,219,NULL,NULL,219,5.16,0.5968,0,17012,4,2,0,1,-18.4423,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.84,0.3362,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.29,0.1973,0,28281,13,2,0,1,NULL,1,1
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.81,0.2691,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.95,0.1447,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.84,NULL,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.83,0.3368,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.81,0.3337,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.03,0.0059,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.91,0.3611,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.93,0.3424,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.81,0.2854,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.93,0.2196,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.93,0.2502,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.78,0.2019,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.91,0.362,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.82,0.303,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,3.22,0.0059,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.03,0.2554,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.82,0.2892,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.83,0.3401,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.81,0.3027,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.95,0.2128,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.81,0.2651,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.93,0.3384,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.91,0.3622,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.93,0.3368,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.91,0.3398,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.83,NULL,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.84,0.3546,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.91,0.3544,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:03:32',15,55,NULL,NULL,55,4.81,0.302,0,28281,13,2,0,1,NULL,0,0
'2013-06-01 00:06:19',14,100,NULL,NULL,129,4.61,0.0127,0,19968,1,2,0,1,NULL,0,0
'2013-06-01 00:06:19',14,100,NULL,NULL,129,5.25,0.0287,0,19968,1,2,0,1,NULL,0,0
'2013-06-01 00:06:19',14,100,NULL,NULL,129,4.57,0.0259,0,19968,1,2,0,1,NULL,0,0
'2013-06-01 00:06:19',14,100,NULL,NULL,129,5.27,0.0698,0,19968,1,2,0,1,NULL,0,0
'2013-06-01 00:06:19',14,100,NULL,NULL,129,4.32,0.0187,0,19968,1,2,0,1,NULL,0,0
