"srch_id","date_time","site_id","visitor_location_country_id","visitor_hist_starrating","visitor_hist_adr_usd","prop_country_id","prop_id","prop_starrating","prop_review_score","prop_brand_bool","prop_location_score1","prop_location_score2","prop_log_historical_price","position","price_usd","promotion_flag","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","srch_query_affinity_score","orig_destination_distance","random_bool","click_bool","gross_bookings_usd","booking_bool"
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,4503,5,"4.5",1,5.16,"0.5747",5.95,20,411,0,17012,2,4,2,0,1,0,"-17.0322","47.23",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,5322,4,"4.0",1,5.17,"0.663",5.86,8,267,0,17012,2,4,2,0,1,0,"-15.262","47.35",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,6713,4,"4.5",1,5.18,"0.6015",5.77,26,309,0,17012,2,4,2,0,1,0,"-17.5073","47.5",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,8864,4,"4.5",1,5.17,"0.6481",5.72,4,278,1,17012,2,4,2,0,1,0,"-17.5459","47.51",0,1,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,20587,4,"4.5",0,5.16,"0.6302",5.5,7,195,1,17012,2,4,2,0,1,0,"-16.5501","47.49",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,24041,4,"4.5",1,5.16,"0.5705",5.71,13,299,0,17012,2,4,2,0,1,0,"-15.2774","47.23",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,25159,4,"4.0",1,5.18,"0.6537",5.61,25,279,0,17012,2,4,2,0,1,0,"-15.13","47.5",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,27540,4,"4.5",1,5.16,"0.6524",5.92,38,344,0,17012,2,4,2,0,1,0,"-16.1179","47.39",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,27632,3,"4.0",0,5.15,"0.4338",5.09,36,179,0,17012,2,4,2,0,1,0,"-18.1415","47.42",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,34151,4,"4.5",1,5.15,"0.5878",5.57,6,224,0,17012,2,4,2,0,1,0,"-16.0887","47.55",0,1,"513.65",1
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,46501,4,"4.5",0,5.18,"0.6635",5.5,3,218,1,17012,2,4,2,0,1,0,"-16.1152","47.4",0,1,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,49084,4,"4.5",1,5.16,"0.4191",5.73,32,249,0,17012,2,4,2,0,1,0,"-19.0933","47.13",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,57170,4,"4.5",1,5.18,"0.6103",5.39,29,229,0,17012,2,4,2,0,1,0,"-17.2269","47.53",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,60144,4,"4.0",0,5.18,"0.678",5.55,2,199,1,17012,2,4,2,0,1,0,"-15.4672","47.4",0,1,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,63229,4,"4.0",1,5.19,"0.6205",5.36,12,168,1,17012,2,4,2,0,1,0,"-17.7254","47.48",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,63327,4,"4.5",0,5.18,"0.5357",5.69,27,214,0,17012,2,4,2,0,1,0,"-20.1431","47.31",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,66750,3,"3.5",0,5.19,"0.6014",5.29,21,149,0,17012,2,4,2,0,1,0,"-17.9578","47.56",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,67233,4,"4.5",1,5.16,"0.4819",5.73,34,309,0,17012,2,4,2,0,1,0,"-18.2311","47.41",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,67477,5,"5.0",1,4.98,"0.1867",5.78,9,385,0,17012,2,4,2,0,1,0,"-17.3598","46.89",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,69184,4,"4.0",1,5.18,"0.6351",5.62,10,269,0,17012,2,4,2,0,1,0,"-16.505","47.29",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,78647,3,"4.0",0,5.18,"0.6719",5.4,18,179,0,17012,2,4,2,0,1,0,"-16.6634","47.45",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,79475,3,"4.0",0,5.13,"0.4196",5.4,16,139,0,17012,2,4,2,0,1,0,"-18.1268","47.59",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,80709,3,"3.5",0,5.16,"0.542",5.38,33,245,1,17012,2,4,2,0,1,0,"-17.6972","47.19",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,93974,4,"4.5",1,5.17,"0.6352",5.67,15,271,1,17012,2,4,2,0,1,0,"-17.0234","47.41",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,96780,3,"4.0",0,5.18,"0.6252",5.29,14,195,1,17012,2,4,2,0,1,0,"-15.9576","47.29",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,101252,2,"4.0",0,5.18,"0.5703",4.91,35,115,0,17012,2,4,2,0,1,0,"-17.9725","47.26",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,113983,4,"4.5",1,5.15,"0.4275",5.77,28,304,0,17012,2,4,2,0,1,0,"-17.6401","47.41",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,119527,4,"4.5",1,5.18,"0.6132",5.79,22,249,0,17012,2,4,2,0,1,0,"-15.3523","47.26",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,127671,3,"4.0",0,5.16,"0.6015",5.26,37,154,0,17012,2,4,2,0,1,0,"-18.4402","47.53",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,131493,4,"4.5",1,5.19,"0.6258",5.51,24,244,0,17012,2,4,2,0,1,0,"-17.3468","47.31",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,133235,2,"4.5",0,5.13,"0.4477",5.19,31,149,0,17012,2,4,2,0,1,0,"-17.6166","47.13",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,133689,4,"4.5",1,5.19,"0.6166",5.69,1,188,1,17012,2,4,2,0,1,0,"-16.9566","47.49",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,133943,3,"4.0",1,5.16,"0.5459",5.25,19,179,1,17012,2,4,2,0,1,0,"-17.3725","47.2",0,0,"NULL",0
422416,"2013-06-01 00:02:57",5,219,"NULL","NULL",219,134811,2,"4.0",0,5.16,"0.5968",5,30,139,0,17012,2,4,2,0,1,0,"-18.4423","47.36",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,6545,4,"0.0",1,4.84,"0.3362",4.57,19,106.4,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,9908,3,"3.5",1,4.29,"0.1973",4.46,25,85.12,0,28281,2,13,2,0,1,1,"NULL","NULL",0,1,"176.32",1
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,10743,3,"0.0",1,4.81,"0.2691",4.43,27,91.2,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,11145,3,"0.0",1,4.95,"0.1447",4.43,34,80.56,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,13219,2,"3.0",1,4.84,"NULL",4.36,21,79.04,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,16271,4,"5.0",1,4.83,"0.3368",4.57,30,106.4,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,18474,4,"0.0",1,4.81,"0.3337",4.52,16,88.16,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,27374,4,"0.0",0,4.03,"0.0059",4.57,33,127.68,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,28334,3,"4.0",1,4.91,"0.3611",4.43,28,76,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,41770,2,"2.0",0,4.93,"0.3424",4.36,35,91.2,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,42711,5,"5.0",1,4.81,"0.2854",4.85,12,129.2,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,54317,4,"4.5",0,4.93,"0.2196",4.57,22,129.2,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,62038,4,"4.5",0,4.93,"0.2502",4.57,7,120.08,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,65810,3,"0.0",1,4.78,"0.2019",4.43,18,82.08,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,71897,4,"4.5",1,4.91,"0.362",4.57,4,88.16,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,74500,4,"0.0",1,4.82,"0.303",4.85,15,101.84,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,74791,4,"3.5",0,3.22,"0.0059",4.57,24,88.16,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,83495,4,"4.0",1,4.03,"0.2554",4.57,1,174.8,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,83706,4,"5.0",1,4.82,"0.2892",4.57,9,91.2,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,101834,4,"5.0",1,4.83,"0.3401",4.57,10,82.08,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,103114,5,"5.0",0,4.81,"0.3027",4.85,20,142.88,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,103761,4,"5.0",1,4.95,"0.2128",4.57,3,98.8,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,103783,4,"5.0",1,4.81,"0.2651",4.17,14,101.84,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,122363,4,"0.0",1,4.93,"0.3384",4.57,26,83.6,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,123450,3,"4.0",1,4.91,"0.3622",4.43,6,74.48,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,126895,4,"5.0",1,4.93,"0.3368",4.57,13,83.6,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,128575,3,"4.5",1,4.91,"0.3398",4.43,2,63.84,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,136685,3,"0.0",1,4.83,"NULL",4.43,32,79.04,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,136982,4,"5.0",1,4.84,"0.3546",4.57,8,98.8,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,137208,4,"4.0",1,4.91,"0.3544",4.57,31,91.2,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
642438,"2013-06-01 00:03:32",15,55,"NULL","NULL",55,138540,4,"4.5",0,4.81,"0.302",4.57,29,97.28,0,28281,2,13,2,0,1,1,"NULL","NULL",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,609,5,"5.0",1,4.61,"0.0127",5.93,19,316.14,0,19968,2,1,2,0,1,0,"NULL","4961.6",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,2821,4,"4.5",0,5.25,"0.0287",5.13,31,132.05,0,19968,2,1,2,0,1,0,"NULL","4960.88",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,3825,4,"4.5",1,4.57,"0.0259",5.08,34,115.66,0,19968,2,1,2,0,1,0,"NULL","4962.52",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,9489,5,"4.5",1,5.27,"0.0698",5.24,7,150.36,0,19968,2,1,2,0,1,0,"NULL","4961.44",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,14499,4,"4.5",1,4.32,"0.0187",5.1,25,133.98,0,19968,2,1,2,0,1,0,"NULL","4960.78",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,17178,4,"0.0",1,4.53,"0.0169",5.01,4,101.2,1,19968,2,1,2,0,1,0,"NULL","4962.54",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,19207,5,"4.5",1,4.72,"0.0403",5.27,13,154.22,0,19968,2,1,2,0,1,0,"NULL","4961.44",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,19217,5,"4.5",0,5.06,"0.0069",5.58,35,164.82,0,19968,2,1,2,0,1,0,"NULL","4961.13",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,19536,5,"4.5",1,4.84,"0.0533",5.44,22,223.61,0,19968,2,1,2,0,1,0,"NULL","4961.88",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,39190,5,"4.5",0,5.07,"0.0317",5.35,9,142.65,0,19968,2,1,2,0,1,0,"NULL","4961.45",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,40498,5,"4.5",1,5.21,"0.0404",5.06,6,112.77,0,19968,2,1,2,0,1,0,"NULL","4961.74",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,49242,5,"4.0",1,4.54,"0.0346",5.13,2,125.3,0,19968,2,1,2,0,1,0,"NULL","4961.89",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,52144,5,"4.5",1,4.71,"0.0441",5.35,15,153.25,0,19968,2,1,2,0,1,0,"NULL","4961.51",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,53572,4,"4.0",1,5.32,"0.0651",4.71,30,78.07,1,19968,2,1,2,0,1,0,"NULL","4961.53",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,53584,4,"4.0",1,5.19,"0.0433",4.84,32,84.82,1,19968,2,1,2,0,1,0,"NULL","4961.04",0,0,"NULL",0
314734,"2013-06-01 00:06:19",14,100,"NULL","NULL",129,65276,5,"4.5",0,4.52,"0.0169",5.77,1,201.45,0,19968,2,1,2,0,1,0,"NULL","4961.9",0,0,"NULL",0
