"srch_id","date_time","site_id","visitor_location_country_id","visitor_hist_starrating","visitor_hist_adr_usd","prop_country_id","prop_id","prop_starrating","prop_review_score","prop_brand_bool","prop_location_score1","prop_location_score2","prop_log_historical_price","position","price_usd","promotion_flag","srch_destination_id","srch_length_of_stay","srch_booking_window","srch_adults_count","srch_children_count","srch_room_count","srch_saturday_night_bool","srch_query_affinity_score","orig_destination_distance","random_bool","click_bool","gross_bookings_usd","booking_bool"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,4503,5,9,1,5.16,5720,5.95,20,411,0,17012,2,4,2,0,1,0,18505,178842,0,0,28740,"no"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,5322,4,8,1,5.17,6547,5.86,8,267,0,17012,2,4,2,0,1,0,13775,178854,0,0,28740,"no"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,6713,4,9,1,5.18,5971,5.77,26,309,0,17012,2,4,2,0,1,0,19621,178869,0,0,28740,"no"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,8864,4,9,1,5.17,6414,5.72,4,278,1,17012,2,4,2,0,1,0,19707,178870,0,1,28740,"no"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,20587,4,9,0,5.16,6240,5.5,7,195,1,17012,2,4,2,0,1,0,17171,178868,0,0,28740,"no"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,24041,4,9,1,5.16,5679,5.71,13,299,0,17012,2,4,2,0,1,0,13817,178842,0,0,28740,"no"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,25159,4,8,1,5.18,6467,5.61,25,279,0,17012,2,4,2,0,1,0,13431,178869,0,0,28740,"no"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,27540,4,9,1,5.16,6454,5.92,38,344,0,17012,2,4,2,0,1,0,16037,178858,0,0,28740,"no"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,27632,3,8,0,5.15,4330,5.09,36,179,0,17012,2,4,2,0,1,0,21110,178861,0,0,28740,"no"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,34151,4,9,1,5.15,5842,5.57,6,224,0,17012,2,4,2,0,1,0,15951,178874,0,1,20647,"yes"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,46501,4,9,0,5.18,6552,5.5,3,218,1,17012,2,4,2,0,1,0,16030,178859,0,1,28740,"no"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,49084,4,9,1,5.16,4183,5.73,32,249,0,17012,2,4,2,0,1,0,23147,178832,0,0,28740,"no"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,57170,4,9,1,5.18,6058,5.39,29,229,0,17012,2,4,2,0,1,0,18982,178872,0,0,28740,"no"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,60144,4,8,0,5.18,6678,5.55,2,199,1,17012,2,4,2,0,1,0,14310,178859,0,1,28740,"no"
422416,"2013-06-01 00:02:57",5,219,272,2444,219,63229,4,8,1,5.19,6149,5.36,12,168,1,17012,2,4,2,0,1,0,20141,178867,0,0,28740,"no"
